name,type,star_rating,review_sum,address,time_info,contact
호맥 합정점,"맥주,호프",4.44,정보 없음,서울 마포구 독막로5길 5 대웅빌딩 1층 호맥,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 01:30', '00:30 라스트오더'], ['월', '16:30 - 01:30', '00:30 라스트오더'], ['화', '16:30 - 01:30', '00:30 라스트오더'], ['수', '16:30 - 01:30', '00:30 라스트오더'], ['목', '16:30 - 01:30', '00:30 라스트오더'], ['금', '16:30 - 02:00', '01:00 라스트오더'], ['토', '14:00 - 02:00', '01:00 라스트오더']]",02-333-7466
상수주택,요리주점,4.44,정보 없음,서울 마포구 독막로15길 19 2층 상수주택,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['매일', '15:00 - 01:00']]",0507-1313-4083
홍대공감,이자카야,정보 없음,834,서울 마포구 와우산로17길 10 2F,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['매일', '16:00 - 02:00'], ['- 정부 방역지침으로 인한 영업시간 조정']]",0507-1319-1675
연술집,요리주점,4.83,613,서울 마포구 연희로1길 36 2층 201호,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['일', '15:00 - 24:00'], ['월', '15:00 - 24:00'], ['화', '15:00 - 24:00'], ['수', '15:00 - 24:00'], ['목', '15:00 - 24:00'], ['금', '15:00 - 01:00'], ['토', '15:00 - 01:00'], ['- 4/20 휴무입니다.']]",0507-1358-3675
무채색,요리주점,4.83,613,서울 마포구 동교로32길 19 3층,"[['영업 종료', '18:00에 영업 시작', '18시 0분에 영업 시작'], ['일', '18:00 - 24:00', '23:00 라스트오더'], ['월', '18:00 - 24:00', '23:00 라스트오더'], ['화', '18:00 - 24:00', '23:00 라스트오더'], ['수', '18:00 - 24:00', '23:00 라스트오더'], ['목', '18:00 - 24:00', '23:00 라스트오더'], ['금', '18:00 - 02:00', '01:00 라스트오더'], ['토', '18:00 - 02:00', '01:00 라스트오더'], ['생방송투데이 3239회, 23.02.22.', '2023년 2월 22일', ' 수비드삼겹물수육']]",0507-1354-4046
락소울윙,요리주점,4.87,700,서울 마포구 와우산로21길 26 2층,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['매일', '15:00 - 24:00', '23:30 라스트오더']]",0507-1376-4268
홍콩포차,요리주점,4.87,700,서울 마포구 홍익로3길 44 2층,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['매일', '16:00 - 06:00']]",0507-1335-4002
지하102호 1호점,이자카야,4.72,695,서울 마포구 양화로6길 57-22 지층 102호,"[['영업 중', '02:00에 라스트오더', '2시 0분에 라스트오더'], ['토', '15:00 - 03:00', '02:00 라스트오더'], ['일', '15:00 - 03:00', '02:00 라스트오더'], ['월', '16:00 - 02:00', '01:00 라스트오더'], ['화', '16:00 - 02:00', '01:00 라스트오더'], ['수', '16:00 - 02:00', '01:00 라스트오더'], ['목', '16:00 - 02:00', '01:00 라스트오더'], ['금', '15:00 - 03:00', '02:00 라스트오더']]",0507-1308-8648
딤,술집,4.72,695,서울 마포구 와우산로29길 48-5 2층,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 23:00', '22:30 라스트오더'], ['월', '19:30 - 24:00', '23:30 라스트오더'], ['화', '정기휴무 (매주 화요일)'], ['수', '19:30 - 24:00', '23:30 라스트오더'], ['목', '19:30 - 24:00', '23:30 라스트오더'], ['금', '19:30 - 24:00', '23:30 라스트오더'], ['토', '17:00 - 02:00', '01:30 라스트오더']]",010-4895-3005
홍옥 상수점,"맥주,호프",4.91,189,서울 마포구 와우산로14길 4 2층,"[['영업 중', '02:30에 라스트오더', '2시 30분에 라스트오더'], ['토', '19:00 - 03:00', '02:30 라스트오더'], ['일', '19:00 - 02:00', '01:30 라스트오더'], ['월', '19:00 - 02:00', '01:30 라스트오더'], ['화', '19:00 - 02:00', '01:30 라스트오더'], ['수', '19:00 - 02:00', '01:30 라스트오더'], ['목', '19:00 - 02:00', '01:30 라스트오더'], ['금', '19:00 - 03:00', '02:30 라스트오더']]",0507-1307-7571
동동포차DDPC,요리주점,4.91,189,서울 마포구 독막로3길 30 1층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '17:00 - 03:00']]",02-336-0358
심야식당밤,이자카야,4.7,504,서울 마포구 와우산로29바길 16 반지층 심야식당밤,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['매일', '17:00 - 02:00']]",0507-1383-3321
조선시대,요리주점,4.79,489,서울 마포구 홍익로3길 44 지하1층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['매일', '17:30 - 04:00']]",0507-1478-1045
깊은숲,"맥주,호프",4.72,664,서울 마포구 독막로 27,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 24:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '18:00 - 01:00'], ['수', '18:00 - 01:00'], ['목', '18:00 - 01:00'], ['금', '18:00 - 02:00'], ['토', '17:00 - 02:00']]",0507-1410-6865
몽주방,요리주점,4.72,664,서울 마포구 독막로7길 20 1층,"[['곧 영업 종료', '02:30에 영업 종료', '2시 30분에 영업 종료'], ['매일', '16:00 - 02:30'], ['줄서는식당 37회, 22.10.10.', '2022년 10월 10일', ' 압력밥솥닭볶음탕/소고기다타키/창난젓크림치즈/통삼겹김치찜']]",0507-1364-7875
가로수포차,요리주점,정보 없음,318,서울 마포구 잔다리로6길 34-13 가로수포차,"[['곧 영업 종료', '02:30에 영업 종료', '2시 30분에 영업 종료'], ['매일', '17:00 - 02:30']]",010-7357-2551
개화기요정,요리주점,정보 없음,1507,서울 마포구 독막로7길 22 개화기요정,"[['일요일 17:00 - 02:00'], ['월요일 17:00 - 02:00'], ['화요일 17:00 - 02:00'], ['수요일 17:00 - 02:00'], ['목요일 17:00 - 02:00'], ['금요일 17:00 - 03:00'], ['토요일 17:00 - 03:00']]",02-325-6677
사카바 토리야,이자카야,정보 없음,825,서울 마포구 독막로3길 38 2층,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 02:00', '01:30 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '18:00 - 02:00', '01:30 라스트오더'], ['수', '18:00 - 02:00', '01:30 라스트오더'], ['목', '18:00 - 02:00', '01:30 라스트오더'], ['금', '17:00 - 02:00', '01:30 라스트오더'], ['토', '17:00 - 02:00', '01:30 라스트오더'], ['- 명절/ 휴가 등 특이사항 휴무일은 인스타그램에 공지해요'], ['생방송투데이 3197회, 22.12.22.', '2022년 12월 22일', ' 일본식닭꼬치']]",0507-1353-4741
금호동매운닭발,요리주점,정보 없음,654,서울 마포구 와우산로29바길 11-3 지하1층 금호동매운닭발,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '16:00 - 02:00', '01:00 라스트오더'], ['화', '16:00 - 02:00', '01:00 라스트오더'], ['수', '16:00 - 02:00', '01:00 라스트오더'], ['목', '16:00 - 02:00', '01:00 라스트오더'], ['금', '16:00 - 02:00', '01:00 라스트오더'], ['토', '16:00 - 02:00', '01:00 라스트오더']]",0507-1461-7630
낮달,요리주점,4.37,841,서울 마포구 독막로5길 8 1층 낮달,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 01:00'], ['월', '17:00 - 02:00'], ['화', '15:00 - 02:00'], ['수', '15:00 - 02:00'], ['목', '15:00 - 02:00'], ['금', '15:00 - 02:00'], ['토', '14:00 - 02:00']]",0507-1312-0597
심야식당하스,이자카야,4.37,841,서울 마포구 연희로1길 19,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 01:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 02:00'], ['토', '16:00 - 02:00']]",070-8888-0198
슈퍼룸방구,포장마차,4.45,735,서울 마포구 와우산로21길 31 2층,"[['24시간 영업', '연중무휴', '연중무휴'], ['매일', '00:00 - 24:00', '09:00 - 16:00 브레이크타임']]",010-4269-3461
디퍼 루프탑,"맥주,호프",4.49,887,서울 마포구 와우산로38길 4 2층,"[['영업 종료', '12:00에 영업 시작', '12시 0분에 영업 시작'], ['일', '12:00 - 24:00', '23:00 라스트오더'], ['월', '15:00 - 01:00', '00:00 라스트오더'], ['화', '15:00 - 01:00', '00:00 라스트오더'], ['수', '15:00 - 01:00', '00:00 라스트오더'], ['목', '15:00 - 01:00', '00:00 라스트오더'], ['금', '15:00 - 02:00', '01:00 라스트오더'], ['토', '12:00 - 02:00', '01:00 라스트오더'], ['- 타임이벤트 평일18시,주말16시까지 생맥주1500원할인']]",0507-1391-0321
몽주막,요리주점,4.49,887,서울 마포구 독막로9길 12 1층 몽주막,"[['곧 영업 종료', '02:30에 영업 종료', '2시 30분에 영업 종료'], ['토', '15:00 - 02:30', '02:00 라스트오더'], ['일', '15:30 - 01:00', '00:30 라스트오더'], ['월', '16:00 - 01:00', '00:30 라스트오더'], ['화', '16:00 - 01:00', '00:30 라스트오더'], ['수', '16:00 - 01:00', '00:30 라스트오더'], ['목', '16:00 - 01:00', '00:30 라스트오더'], ['금', '16:00 - 02:30', '02:00 라스트오더']]",0507-1353-3844
우규,이자카야,4.93,629,서울 마포구 독막로3길 21 1.5층,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 02:00'], ['월', '17:00 - 02:00'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 02:00'], ['토', '16:00 - 02:00']]",0507-1448-3465
주섬주섬,요리주점,4.93,629,서울 마포구 와우산로21길 36-12,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 23:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '16:00 - 23:00'], ['수', '16:00 - 23:00'], ['목', '16:00 - 23:00'], ['금', '16:00 - 24:00'], ['토', '16:00 - 24:00'], ['- 월요일 휴무입니다']]",0507-1325-5230
술생술사,요리주점,4.74,598,서울 마포구 독막로3길 51 술생술사,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 24:00', '23:30 라스트오더'], ['월', '17:00 - 02:00', '01:30 라스트오더'], ['화', '17:00 - 02:00', '01:30 라스트오더'], ['수', '17:00 - 02:00', '01:30 라스트오더'], ['목', '17:00 - 02:00', '01:30 라스트오더'], ['금', '17:00 - 02:00', '01:30 라스트오더'], ['토', '15:00 - 02:00', '01:30 라스트오더'], ['- *5월 1일, 5월 5일 정상 영업합니다.']]",정보 없음
카시,이자카야,4.57,644,서울 마포구 동교로34길 12,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 24:00', '23:00 라스트오더'], ['화', '17:00 - 24:00', '23:00 라스트오더'], ['수', '17:00 - 24:00', '23:00 라스트오더'], ['목', '17:00 - 24:00', '23:00 라스트오더'], ['금', '17:00 - 01:00', '00:00 라스트오더'], ['토', '17:00 - 01:00', '00:00 라스트오더']]",02-6083-2683
벽돌포차 홍대점,포장마차,4.57,644,서울 마포구 와우산로17길 5,"[['영업 중', '05:00에 라스트오더', '5시 0분에 라스트오더'], ['토', '17:00 - 06:00', '05:00 라스트오더'], ['일', '17:00 - 05:00', '04:00 라스트오더'], ['월', '17:00 - 05:00', '04:00 라스트오더'], ['화', '17:00 - 05:00', '04:00 라스트오더'], ['수', '17:00 - 05:00', '04:00 라스트오더'], ['목', '17:00 - 05:00', '04:00 라스트오더'], ['금', '18:00 - 06:00', '05:00 라스트오더']]",0507-1404-8881
합정유리,요리주점,정보 없음,342,서울 마포구 양화로6길 99-11 2층,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 01:00', '00:00 라스트오더'], ['월', '17:00 - 01:00', '00:00 라스트오더'], ['화', '정기휴무 (매주 화요일)'], ['수', '17:00 - 01:00', '00:00 라스트오더'], ['목', '17:00 - 01:00', '00:00 라스트오더'], ['금', '17:00 - 01:00', '00:00 라스트오더'], ['토', '14:00 - 01:00', '00:00 라스트오더'], ['- 매주화 / 매월 첫째주 월요일 휴무']]",0507-1352-2195
서플라이디팟,"맥주,호프",4.86,880,서울 마포구 잔다리로 4 2층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['매일', '17:00 - 04:00']]",010-5642-9775
역전포장마차 홍대점,술집,4.86,880,서울 마포구 양화로 183 지하1층,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 24:00'], ['월', '16:00 - 24:00'], ['화', '16:00 - 24:00'], ['수', '16:00 - 24:00'], ['목', '16:00 - 24:00'], ['금', '16:00 - 24:00'], ['토', '16:00 - 02:00']]",0507-1376-3340
슬슬,술집,4.64,956,서울 마포구 연희로1길 23,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 23:00'], ['월', '17:00 - 23:00'], ['화', '17:00 - 23:00'], ['수', '17:00 - 23:00'], ['목', '17:00 - 23:00'], ['금', '17:00 - 23:00'], ['토', '16:00 - 23:00'], ['- 휴무는 인스타공지 ☆ 148_2seulseul']]",010-3907-0093
사람사는이야기442,요리주점,4.45,616,서울 마포구 어울마당로5길 52 사사이,"[['영업 중', '04:00에 라스트오더', '4시 0분에 라스트오더'], ['토', '15:30 - 05:00', '04:00 라스트오더'], ['일', '15:30 - 05:00', '04:00 라스트오더'], ['월', '16:30 - 05:00', '04:00 라스트오더'], ['화', '16:30 - 05:00', '04:00 라스트오더'], ['수', '16:30 - 05:00', '04:00 라스트오더'], ['목', '16:30 - 05:00', '04:00 라스트오더'], ['금', '16:30 - 05:00', '04:00 라스트오더']]",0507-1337-0442
모양,요리주점,4.45,616,서울 마포구 독막로3길 24-9 1층,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 24:00', '23:30 라스트오더'], ['월', '17:00 - 24:00', '23:30 라스트오더'], ['화', '17:00 - 24:00', '23:30 라스트오더'], ['수', '17:00 - 24:00', '23:30 라스트오더'], ['목', '17:00 - 24:00', '23:30 라스트오더'], ['금', '17:00 - 01:00', '00:30 라스트오더'], ['토', '17:00 - 01:00', '00:30 라스트오더'], ['- 새해첫날은 쉽니다 :)'], ['생방송투데이 3126회, 22.08.31.', '2022년 8월 31일', ' 불맛한우힘줄볶음']]",0507-1383-1032
별그리는바다,이자카야,정보 없음,338,서울 마포구 어울마당로5길 17 1층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '16:00 - 05:00']]",0507-1361-4011
무채색 숲,요리주점,정보 없음,226,서울 마포구 동교로32길 10 지하1층 1호,"[['영업 중', '04:00에 라스트오더', '4시 0분에 라스트오더'], ['토', '18:00 - 05:00', '04:00 라스트오더'], ['일', '18:00 - 03:00', '02:00 라스트오더'], ['월', '18:00 - 03:00', '02:00 라스트오더'], ['화', '18:00 - 03:00', '02:00 라스트오더'], ['수', '18:00 - 03:00', '02:00 라스트오더'], ['목', '18:00 - 03:00', '02:00 라스트오더'], ['금', '18:00 - 03:00', '02:00 라스트오더']]",0507-1377-4046
세부인보드카,요리주점,4.22,447,서울 마포구 양화로6길 65 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '15:00 - 03:00'], ['일', '15:00 - 03:00'], ['월', '17:00 - 03:00'], ['화', '17:00 - 03:00'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00']]",0507-1363-3634
하나킨,이자카야,4.22,447,서울 마포구 동교로32길 8 1층,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 01:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 02:00'], ['토', '16:00 - 02:00']]",0507-1322-4213
밤말,술집,정보 없음,293,서울 마포구 동교로 220-5 1.5층,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 24:00', '23:00 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 02:00', '01:00 라스트오더'], ['수', '17:00 - 02:00', '01:00 라스트오더'], ['목', '17:00 - 02:00', '01:00 라스트오더'], ['금', '17:00 - 02:00', '01:00 라스트오더'], ['토', '17:00 - 02:00', '01:00 라스트오더']]",0507-1313-5446
